tweet,num
"Carter did such a great job covering Notre Dame football and was very insightful. We definitely enjoyed having him… https://t.co/LLxeCidX9p",
"@ReneeRi98216818 No...What’s extremely sad mentally sick and abusive is your stuck on repeat and wanting  the res… https://t.co/dsKXtQ9Fp9",
"me when i’m sad. https://t.co/YJZLTZq9n7",
"@Officialj0nn @Twitter Stop doing this it’s just sad now",
"cant believe i let my ear piercings close this is so sad",
"@iAm_bbbrea Google is your best friend!  Dreaming about someone means you are feeling lonely sad or used. You dee… https://t.co/DsFwFiVLGw",
"Ahh moving out my first house soon and my emotions are running wild😭 so many happy and sad memories but things can only get better",
"@dasvee @mrCLEANqs @_SidVerma Eben has engaged with this in good faith while you admitted you take issue with the b… https://t.co/ORGXescg3c",
"microwaved some frozen peaches so now im eating Hot Peaches and thinking haha i’m sad",
"I feel like pregnant women only get validation from other women who have been or are pregnant &amp; that's sad",
"@kevin_hurst @Felstedboy Developed a soft spot for them after when we were both competing for promotion in 2004/05… https://t.co/jJYr5ITdBP",
"@BawzZink @DMNC_sad @Dblock07107 @DMNCItachi @666Banjo Well like i said ill be sure to make jason freeny differnt kind though👌",
"@Pawsitaev Don’t be sad goodnight ;( 💕",
"Judicial staff getting added to priority vaccination groups makes me sad.  MN gearing up to send people to prison b… https://t.co/1bYyTTHdoG",
"@Jelena_Marsovka @LadyRovena Skupilo se sad i preko i neka je hvala bogu. Deset je samo let u jednom pravcu.",
"i miss the old me n would do literally everything to go back in time to change a lot of things that’s make me so sad doe",
"This is beautiful too !! https://t.co/oydv3t9cl9",
"@nihachuh @JustaMinx i used to play with metal toy cars when i was like 6 HAHHA and i always used to make that rusty dude die LMAO sad times",
"Exactly a yr agoI was on a tour of historical Ethiopia w/ dear friends from the US &amp; we stood gazing on this plain… https://t.co/t2bQ68QeDZ",
"1 sad thing bout wearing masks for work.  I can't wear my black or red lipstick.",
"The sad state of things Ethiopia finds itself in explained by Dr. Eleni. https://t.co/quPQvYKMeK",
"@SAD_SARAH7 هههههههههههههههههههههههههههههههههههههههههههههههههههههه😭😭😭😭",
"@TheRealWill_G Possibly pre Airwolf exit for the East Bank and @OfficialShots ... a sad day indeed ... gutted is an… https://t.co/0ii3CeYCJm",
"He’s so SAD you guys omfg",
"@authorgeorginak @IWriteAllDay_ Hard agree. A tight taut thrilling plot that sincerely brings weighty political i… https://t.co/RXtMwrTeQS",
"@clarkcallahann Sad that prices will be normal again.",
"All I’ve learned is black women on twitter are the most pathetic group of women on the planet. Like white women out… https://t.co/jp2ORqPKlL",
"@Shxmbles_ im sad:(",
"@Katlasworld But she's going to take my humans love from me too.... and to me thats evil *sad ears*",
"It’s just sad cause I know all of us on here are shook and think this is a terrible idea but then just WATCH how ma… https://t.co/JMqRmni3w9",
"y'all have a sad playlist? https://t.co/f7MBtmgm4Z",
"Passei duas horas desenhando o techno im sad",
"@M3LLOHIS @AltAccountOfIdo @HillelArt But I feel like some people take that too far sometimes sad since it rubs pe… https://t.co/2qBai4KV1b",
"oh boohoo the racist transphobe u worked with got fired for being a piece of shit how sad for you https://t.co/iyuo12p0M4",
"Godinu dana se čuvamo dezinfikujemo sve potrošili smo asepsola kao da po ceo dan ribamo operacione sale maske no… https://t.co/FtNpA1flf1",
"this is legit how Twitter leftists view history and it is so sad. https://t.co/kwUJ2E9L3v",
"@djjjfrost A legend. Sad to see him go.",
"@GarrettHaake Sad news out of Texas",
"whats ur sad playlist called? /gen",
"@linokicius sadk (trohe jql sad #broken) hyba nie polskie",
"non fai rumore pls its so sad 😭😭#Sanremo2021",
"i feel like the genshin fandom took a dive when a new star approaches came out and ended up getting bad from there… https://t.co/fRl7xvh0Gl",
"@BookishPlinko Sad but true. (And speaking as a Texan.)",
"@lea_westerman @YorkshireWater Yeah makes me sad every time we walk around it 😢",
"Thats so sad...please dont let junior die...i cant cope if that happens aswell imara #secretsafari https://t.co/V9wugm9cB4",
"Pixar pickers: is Soul more or less sad than Coco?",
"@fntxylor she said things but she hasn't booted them for 17 hrs straight and the sad thing is is that plrsiis in college and hes doing this",
"@charli_xcx kinda sad i forgot to record so i only have like two videos 😭 had the time of my life though &amp; if you d… https://t.co/ilYqhlD6bN",
"@ZeekArkham These people live sad pathetic lives.",
"1 year ago today i was waiting for the bus with my cat this is so sad https://t.co/XujebL60iz",
"So sad to see that providing affordable housing for Cincinnatians would be “catastrophic”....the world we chose to live in 😔",
"@GregAbbott_TX Hopefully at some point you will be tried for second degree murder or manslaughter. Republican in so… https://t.co/CoYmHhNXwD",
"@Sad_Soul_Scary QUÉ PASADA",
"The southern governor’s are having a race to the bottom...ironic and sad",
"@Camargoregg @ABC7 The border IS NOT open. I owned a company in Tijuana and I am from California &amp; I had problems g… https://t.co/9JsaRFCZiW",
"@GondorffShaw 4 years is also years...College years...sad",
"@stateofcammi its easier to write sad songs when ur happy bc the emotions arent quite so overwhelming and u can act… https://t.co/k1XCxU6f8J",
"@lazar_todor Ti da si neki sad bi dosao",
"@cheesedoff3 @antmiddleton @Channel4 And you are surprised 😮 I’m not c4 news isn’t what it was. That ship sailed y… https://t.co/e8z42BMp8v",
"@DRUMPK1N Mine is just called Sad https://t.co/9VsRmwYL2t",
"@McDonalds I want McDonald's here please I am so sad 😭",
"We are sad to learn that the poet Anne Atik has died. She and her husband the painter Avigdor Arikha were close f… https://t.co/06udjxdFy1",
"#TBZ @Zour_123 @_tnr1 @Bszrih @2_Z_B @jam_68f @YPS26 @Khani_6 @1fttr @sh_kh98 @__Arxi @_Arsh1 @Baithak10 @HasaanJa… https://t.co/PS8CAPaOT0",
"@newsmax @JasonMillerinDC @MarkHalperin @JohnFBachman So he just a political pundit tucker hannity levin all roll i… https://t.co/RoSS8ecmCP",
"I don’t know who Tommy is but I keep seeing really sad art and I feel bad for whoever it is",
"Each day I try to ignore the “noise” &amp; avoid the “negativity” but each day social media makes it damn near impossib… https://t.co/C2etYgSmeP",
"@dacota68reese It’s really sad... all that work to get nothing done",
"Jennette McCurdy confirms she has quit acting.  “My experience with acting is I'm so ashamed of the parts I've don… https://t.co/EIIsIvx0N2",
"@kojitejeba Clutchala boga mi ko niko do sad",
"Unpopular opinion: o savate já percebeu que a relação com a joana não resulta (apesar de gostar dela) mas continua… https://t.co/nbWMEMQ6Xj",
"@Faisalspeaks1 @iimrealasim jo bhi muli tulli..... he is my man.... sad eyes had once happy Stories to tell",
"@_technoscrown HAHA NOPE IM SAD &lt;/3",
"So sad a lot of people don’t have this 😂😂 https://t.co/97eVToYGOl",
"@MeidasTouch The problem is he has just surrendered the country to COVID-19... I have family in Texas... do we put… https://t.co/C40DHRizmm",
"Is this true? #NDIS needs support coordinators why cut their funding? This is sad 😥 https://t.co/WVj3VSkoeS",
"@wPolityce_pl @no_kopaczan W ramach rekompensaty może sprofanujemy wygląd tych trzech osób zobaczymy czy sąd tez nas uniewinni",
"@TamLaBam_1 Very sad to hear about your loss. I am so sorry.",
"@bridkey_ @inhaleca sad you don’t want to wish me a happy birthday",
"@agasshi_shan @Jordanasaida Safety. Complications like fetal distress. To carry a baby for 9 months &amp; loss the baby during delivery is sad.",
"It's sad that some people actually believe this https://t.co/uffxonsqJP",
"it’s actually so sad dan schneider traumatized her and so many other girls.. he’s gonna burn in h*ll… https://t.co/7n1xARzdOG",
"@astrobyule Hey That's Sad :(",
"Did ur sister take away ur ability to speak? Cuz yk ur a grown ass woman and u can speak for urself already (wink twice if ur kept hostage)",
"@GKMcCabe @JackPosobiec The sad thing is those things will never be totally equal in a country our size and diver… https://t.co/oFzPXNu26k",
"But how did 25 people get into a SUV? Sad to see this happen. Prayers to the family. https://t.co/J6QdDaExD2",
"Stop acting like it is such a disgusting thing to pair up actors with age gaps. Sure when you think about Hollywoo… https://t.co/O14y4dEZ3T",
"@MBS_SAD 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",
"Still defending LP is a odd choice",
"@TheDemocrats So sad Republicans don't care how they look as long as they make Democrats look worse by saying all lies about them",
"So sad to hear of the passing of Ian St John. The Saint’s voice was the soundtrack to many a happy Saturday lunchti… https://t.co/z4e6zVxW9B",
"@calico_gif @BTS_twt What happened??? Why is he so sad????",
"@DRUMPK1N If im sad and read this it makes me laugh. https://t.co/1PoO8kYuZU",
"Sąd uniewinnił trzy aktywistki w sprawie dotyczącej rozlepiania wizerunków Matki Bożej Częstochowskiej z tzw. „tęcz… https://t.co/jkozOfThvo",
"@CWBChicago just sad",
"tw // death abuse mention manipulation  cw // character death okay but what makes c!tommy’s death so sad is that… https://t.co/bYGGGHf6v3",
"I hate getting older and realizing that my friends and I are all on different life paths and never have time for ea… https://t.co/xBDVY27GDw",
"Really sad news. Ian St John was an absolute legend both on and off the pitch and #SaintandGreavsie was always a mu… https://t.co/8ghn9ygbUQ",
"@cams_ada @luscasaquino só comprei pra aurora e o Yago ainda me fez dar o paletó pra ele no dia da última apresentação sad",
"@QasimRashid We are utterly sad :( Especially given that the ASTM Mask Standards are JUST released and @POTUS is st… https://t.co/Zmhr8MAIBt",
"Big sis research money and exposur and she use lil sis and ex friend of 🍒 for that  sad anyways is still w!nner https://t.co/FbOTUGsN7G",
"@flwrxiu I'm so sad rn :(",
"@RobTanner83 @carbonlogix @Falcon_Malteser Ahhh the sad bald guide has arrived",
"We now have a third vaccine in our arsenal to fight #COVID19!  Four million Johnson &amp; Johnson single-dose shots are… https://t.co/WDJmkYfrCP",
"pls drop kristen eleanor and veronica mars fc i’m sad :(",
"mingki sad? think abt mingi... ... so sexy brained ... mingki not sad! :D",
"@alterdnexus What is so dumb is that if we talk about it at all we get victim blaming tweets back. Either you are b… https://t.co/dW2L8YGFTK",
"I respect her decision to quit acting but it's very sad that she never found joy in it and feels resentment towards… https://t.co/AuxmoqjFz9",
"https://t.co/DeCSd3zEQE",
"@BimboLimboSpam Ahhh you’re bitter because he blocked you? How very sad.",
"@Hephaes_Army Don’t be sad *pat pat*",
"Crowderhead has reached new levels of sad. https://t.co/ALj09rUppe",
"im booooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooored i should sleep but im too sad",
"sad kosa da se pere pa piling pa da se susi kosa pa da se fenira pa meni je najteze",
"#TBZ ⭐️⭐️ @Bszrih @2_Z_B @9s786 @raheelz @1i2Ua @YPS26 @MY7590 @MTR_HSN @k_a768 @Mlk_g1 @Z_1_F @AH_PTF @H_fb_9… https://t.co/azfHDYbXAm",
"@nijeindijannah Sad i odma",
"common https://t.co/PSPsetbYFD",
"@eric_lefler @triggered_RWNJ @NotATweeter16 @SpeakerPelosi Blowlord go back to your mommy’s basement. While your s… https://t.co/2hHbd21CJC",
"Denisse just booked a flight for next week and i am so sad I can’t go. My job really in the way",
"Sad but true. https://t.co/GWBi1YZDDI",
"Not gonna lie: when they talked about anal swabbing I thought it was a joke.  Turns out China has *literally* made… https://t.co/EJaMsB4pzD",
"I just think this is so sad.  We will be losing something very precious which encouraged so many children to read.  This really has to stop.",
"its sad george is blind to red and pink.. hes pretty in those color",
"@HillelNeuer Brillaint because a lot of family have died #venezuela its sad fingers crossed. My #mothercovid no… https://t.co/FzfSuoLe2e",
"@sad_rat_sad У нас все низко 😢 ну кроме секса 😏 (но он средний 😐)",
"@SuzyHazelwood @whippletom Suzy is dumb.  It’s #sad",
"@97CHOl YOUR TWEETS ARE MAKING ME V SAD TOO😭 /nm",
"@rayspencermbe Sorry to hear your sad news Ray. Sending love and hugs to you all x",
"Update: A vehicle packed with people crashed into a semitruck in Imperial County California on Tuesday morning l… https://t.co/5GuCvZhbyw",
"@cely717 so sad!",
"@jeonginIvr god idk bestie you should go see for yourself it’s so sad :/",
"Não é unpopular. É sad but true #bbtvi https://t.co/94hUOdCHqE",
"@dwbypass Everything gets clipped in this industries cuz clout remeber how easy Shopify was to bot. How about foots… https://t.co/tmmle253ZE",
"@ShawnaLynn1128 so sad",
"@sad_gin47 АХХХАХА МНЕ СТЫДНО ЗА МОЮ ЖИЗНЬ",
"@Windwardmarco @JackPosobiec They have an answer for everything how they keep people locked in and believing any f… https://t.co/lfIHQBjdio",
"Cherry you've been lookin' at my man and you're makin' me feel real bad real sad 🎶💕",
"@sad_rat_sad А как их не любить",
"@captaintommoore Thanks for those lovely words Hannah your father will always live on in our hearts as well. God b… https://t.co/cEvntRamUc",
"@LazaKacanski Mi igramo bez centra evo sad će mjesec Ja ne znam kakav je ovo soj Korone nas zadesio Svuda se oporav… https://t.co/tXC2m4zM7k",
"I thought it was odd until I read the article @ChrisKirschner put out. Sad to hear he was so damaging and a poor le… https://t.co/sYJf2SU1Ns",
"@PeaceArchNews Laurie what happened to you? This is just sad.",
"@DawayneTrimale Sad but true!",
"@taytawa ohmygos yesss can pp be my bff pls we'll sad vibe to tujhe bhula diya and kahin toh at 3am🧘",
"The funny thing is that Democrats will root for ppl to die and cases to go up just so they can say “I told you so!” So sad",
"@UlaneVuorio @newberg_sean Supernatural is one of my favorites. I was so sad when it ended. Though 15 years is a great run.",
"Michigan ducked Ohio state this year waiting for Justin fields and Trey sermon to graduate/ declare so they wouldn… https://t.co/mSHfiteryy",
"@ddoniolvalcroze like everyone mr Poe.  It's curious that the most famous portrait of him is this one the bohemie… https://t.co/LaBBgzfUNU",
"@CWBChicago sad and pathetic.  Hey didja hear Texas is 100% open.",
"it’s never scotland zindabad and i find that sad",
"@happilyavani it's really good! i was the same way and i got a grande hahah and now i'm sad it's all gone so..... rip",
"@_TheRecordOn Ballad of the Sad Young Men https://t.co/vRjVkiS6Q9",
"MAYBE NOW WE ALL CAN GET IT SAD I HAVE TO WAIT IT 65 https://t.co/MuyVK1prB3",
"behind that crooked smile  i feel a little sad haven't talked to you in a while",
"Alright I think I will peav twitter or just delete this account I can't stop seeing things that just make me more sad on my TL",
"Kinda sad to see them switching away from the hand drawn style though.",
"i‘m so sad about rapha 😭😭😭",
"I hope healthcare workers around Texas go on strike. I feel so sad for each and everyone of you. (I know y’all won’… https://t.co/plPejUeyke",
"@dsmpegg I'm sorry egg I have to stop completely ✨simping✨ for you for a while. Tommy's death has made me ✨sad boi✨",
"@stateofcammi the saddest songs i write are when im actually happy again.... like when im sad i just cant conjure u… https://t.co/sVci0JhIKw",
"@sleepysimping @zeenutbutter i am now sad for zee does not want hampter",
"@urlocal_homo wtf no way thats so sad💔 also we stan tyler hes an angel :'))",
"@LibertysAnthem @ScreamEaglePod @charliekirk11 The sad thing is that people actually think like that!",
"@ContraryClio especially at this point he kinda accepts that theres no way for him to get his skin back by killing… https://t.co/V7tFRaRQxl",
"@sad_virginx Único o que meu fi?",
"Well played https://t.co/QOxfpoEh0b",
"@nytimes It's really sad to see a group of people who don't understand anything express their self-righteous opinions about the hk issue",
"@thedailybeast The Former Guy can't even call this festering carbuncle his friend anymore. Sad.",
"@JHalcones Yakap beb. Punta ka saken pag sad ka. Labyu.",
"@palafo Sad to hear",
"it’s sad that i have to text jordan off text now to get her attention like fr",
"wait im sad because george literally cant see the shade of pink we're seeinglike it lookks amazing on him and he cant SEE IT",
"@sad_nigga_shit sex 🥵?",
"like i can be so out of focus i can be tired i can be lazy but if i’m even a little sad... don’t ask me to read this chapter!",
"@PurpleQueenNL He looks so sad and pathetic I can't stop laughing 😂",
"@IrevDev @OttoDIY I believe there was communication at some point after it started but that's waaaay before my tim… https://t.co/t4KbevNwUK",
"@KiraMishima Todo el capítulo fue muy sad para el que no conoce a Wanda cree que es feliz cuando no es cierto tod… https://t.co/67UYEG8KRA",
"It's sad that the @UN was created to stop War and bring equality to all people and now they are run by and promote… https://t.co/7tmlOGNWIp",
"@MitoMusic8 @SteveHofstetter Imagine being such as sheep that you cheer the ruling class as they make it easier for… https://t.co/hH3hbQZExz",
"@ReWpve Sad wqve https://t.co/NIf4jEagZx",
"@AllisonLoesch @GregAbbott_TX People who believe in Covid and wear masks get Covid. Aside from the point you look l… https://t.co/6zPfboradD",
"@BullandBaird The videos are going to both be epic and sad.  Texans are very good about respecting property rights… https://t.co/92HUPIeS6R",
"@DRUMPK1N Sad songs to cry to at 3:49am in a bath of rice with milk - idk dont ask me",
"So sad. I've been a fan of the Degrassi franchise since I was a kid and I watched the new seasons with my girls. He… https://t.co/frWoaCltjb",
"not to immediately jump to the future but m gonna be sad when i move on from fnf cause these peeps are so nice",
"@ItsBritneyJ Yes they do and it’s sad",
"amazing acting https://t.co/lSjSBqCQTI",
"Pale Blue Eyes always makes me sad.   Linger on //",
"@ArchLuminous @HairSammys @crestfallen021 @MarkRPellegrino @platypusrex256 @LevelToPower @rickrepetti @orna_verum… https://t.co/wvhbkWjV1O",
"@PhoenixIkaruga Data Ikaruga: why are you sad?",
"Having a sad moment and desperately missing my other half cannot wait to be reunited when it's safe😭❤️ https://t.co/F8TR3LFrYo",
"And yeah ill probably delete this later lol i dont want to scare people im just.... im so sad.",
"@Planinski_Lav @Enuui2 @avucic Jedino je tamo sad sigurica 😂",
"@boxrrysgf @hahaharryssohot TELL MY DONT CRY AND DONT BE SAD",
"@WhatSavaSays I’m saying 9-11 is where I’m happiest. I get sad when we get below 7",
"imagine u break up w me and then i just get hotter and you are sad &lt;3 lol imagine",
"@Roy_Evo That’s a lovely photo Roy so sad 😭 rip to a club legend ynwa St. John",
"if u can reply to this i love u ;)",
"The entire city of Jackson Mississippi either has no water or is under a boil water alert. It's been 2 weeks now… https://t.co/VUAiCv5hbf",
"@chelseavaughn_ No. Toxicity is toxicity whether or not it’s called out. Just because you were not a target of it d… https://t.co/SMvFY9xJtB",
"@AIIAmericanGirI @BreitbartNews So sad.  I feel heartbroken for that man and his families and others like him.  To… https://t.co/ZeQwyUVIQQ",
"@IStandWithHer1 Rofl wtf is a sad biologist noise?   Is it the sound of nature-deniers talking ?",
"#TBZ @Zour_123 @_tnr1 @Bszrih @2_Z_B @jam_68f @YPS26 @Khani_6 @1fttr @sh_kh98 @__Arxi @_Arsh1 @Baithak10 @HasaanJa… https://t.co/CVmkIO3CvE",
"life is so sad",
"@PixelMetal It's sad to hear what happened there and I give all the credit to the people who left who basically said nah screw this",
"If I am ever sad I just think about how Judi Dench plays D&amp;D with her grandkids",
"Wolves are getting clowned today all over the internet. Deservedly so but this is just sad. Will Glenn sell the te… https://t.co/skLiKVhnNy",
"All my friends are going out sad over bitches who’ve proven they’re green thats funny",
"So sad @TeamCosine is coming to a end I like to think about like this I was never really a part of team CoSine I me… https://t.co/8fhLiIJ53M",
"@SportsCenter This is truly sad.  Little girls life is altered forever and he sits at home.  Lock this POS up for life.",
"It’s hard to verbalize how they earned such spite from me but damn I get so happy when they leave and so sad when they arrive.",
"I’m sick with the news of Jahmil’s passing. He performed Dave with such sensitivity and thoughtfulness and could ma… https://t.co/nR901uIf1V",
"@Laravisionaria Sad but true",
"im gonna miss todays stereo cause im so behind on my work and multitasking is impossible and now im sad cause thwyr… https://t.co/tDO5HWk4Yg",
"I need a playlist with only sad music",
"So very sad. 💔  RIP beautiful Imara. 😢💔❤️🦏🌈  #secretsafari",
"AGAIN if titties so big why so sad https://t.co/oUuSSrAgxZ",
"@ecthoribe Very sad maybe next time",
"I go through so many sticky notes a day the Lorax would be so sad",
"Un po’ sad che non si sentono le risate del pubblico :( #Sanremo2021",
"okay my fic playlist makes me so sad wtf",
"@skrttyong this is so sad 😔 but go back to sleep luv you’ll feel better tomorrow i promise",
"Sad to see friends of well-respected YouTubers making alt accounts to give chill players a bad name  There's a sayi… https://t.co/MLM5GTwBoO",
"@imsitservian @nickeardleybbc @IainLees @NicolaSturgeon Sad and really pathetic for a grown man 😳😳😳. But hey ho",
"Always sad to see how terrible of a person some wrestlers are outside of the ring https://t.co/Oo57IimJKl",
"@DRUMPK1N sad tears",
"No water no heat no masks. Less than 10% of your population vaccinated 40+k dead from COVID so many dead (all t… https://t.co/FdizVfpL4N",
"@assholmes @GenIntact Sad you don't know how your own penis works",
"@SydneyPark18 I KNOW THE FEELING 4 MONTHS AGO ONE OF MY SPOIL DOG DIE TO A HEART ATACKAM STILL SADBUT WHEN DOGS… https://t.co/UudvuqEArq",
"@JohannaSaunders Sad to say: Prime Minister. Number 10 has become the Augean Stables of our time.",
"sad. sad. sad. no. sad.",
"@BlondeHistorian Re-watching with my daughter right now- we're on the Queller Demon episode not looking forward to… https://t.co/xrWP9qM4Qa",
"Yes! she's beautiful she's smart she's talented. She got all the qualities that you're looking for but sad to say… https://t.co/3tEppGDG4p",
"@NCitalac Vise #zvoncica ne sme ni da pomisli da nas poredi sa komsijama i sad smo prvi ali ovaj put od pozadi",
"@NIC0RLEANS Sad 😢",
"@ThomsonLord I can only imagine. So sad.",
"@snacc__ You've never told me your name 🙃🙃🙃 so I'll call u the common sad boi",
"@ABC Y'all still acting like COVID is the plague. Sad.",
"I’m sad! 😔😫 and my head will explode 🤯🤯",
"https://t.co/ptnIxjU85F Look at the terrible thing hidden from the news.  We look at the useless  journalists and w… https://t.co/0yJJ6ipFzT",
"100%??? Texas going out sad again... https://t.co/bzOflZb726",
"im kinda sad :( https://t.co/xClPjlZE0z",
"@LethalityJane You should see them around closed bases.  Blytheville AR used to be a huge AFB Now sits empty. Really sad",
"White people don’t like when poc fight back especially woc so I’ve learned to just stay quiet which is sad but safer",
"this is sad https://t.co/qZeJKZPvmA",
"@Spalerosophis Aww. That sounds so sad. https://t.co/l80UDOr99H",
"@Lichtbolletje Ik vind het persoonlijk heel eerlijk gezegd nogal ongepast om in tijden als de huidige tijd überhau… https://t.co/MuQgHxkp7i",
"This man does NOT care about us at all. It’s sad. We gotta vote him out man",
"@Sweet_K00 so i wont be pressuring or smth and there are reruns so dont be sad like venti banner is coming again rn… https://t.co/DG8GcPa9Rw",
"I haven’t even cooked in 2 weeks it’s sad 🤦🏾‍♀️",
